address,restaurant_name,online_order,book_table,rating,votes,phone,location,restaurant_type,dishes_liked,cuisines,approx_cost_for_two_people
"1, Kathriguppe Main Road, 3rd Stage, Banashankari, Bangalore",Dal Tadkaa,Yes,No,2.5,247,"080 26691763
+91 9620138000",Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,500
"Cosmopolitan Club, 22nd Cross, 3rd Block, Jayanagar, Bangalore",Chutney Chang,Yes,Yes,4.1,2339,"080 22443007
+91 9901967373",Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ","1,500"
"615/1, 10th C Main,32nd Cross Road ,Janardhan Mansion, 4th Block, Jayanagar, Bangalore",Mystique Palate,Yes,No,4.1,337,"+91 9663313544
+91 9916685945",Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300
"1112, Next KIMS Medical College, 17th Cross, 2nd Stage, Banashankari, Bangalore",Thamboola,Yes,No,3.9,135,"080 26711258
+91 9845154172",Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800
"1/2, Opposite Indian Oil Petrol Bunk, 1st Cross, Kaderanhalli Crossroad, Subramanyapura Main Road, Padmanabhanagar, Uttarahalli, Bangalore",Castle Rock,Yes,No,3.6,172,"080 42014000
+91 9845030125",Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700
"Pavanashree Nilayam, 7 Block, Banagirinagara, Banashankari, Bangalore",Vietnamese Kitchen,Yes,No,3.6,105,"080 26697884
080 26697883",Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700
"359/38,Next to Fabindia, 7th Cross, 1st Block, Jayanagar, Bangalore",Toscano,Yes,Yes,4.3,1129,"080 41558423
+91 7619320074",Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad","1,300"
"415, 9th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Stoned Monkey,Yes,No,4.3,860,"+91 9972710694
+91 9972710894",Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500
"433/30/1, 28th Cross, 10th Main, Opposite BDA Complex, 4th Block, Jayanagar, Bangalore",Central Jail Restaurant,Yes,No,3.8,412,"+91 7337886666
+91 8880004992",Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700
"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",Bella,Yes,Yes,3.9,142,"+91 8971285555
080 49709755",Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian","1,000"
"2nd Floor, Garla Garnet, 9th Main, 4th Block, Jayanagar, Bangalore",New Prashanth Hotel,Yes,No,3.6,143,"080 26530150
+91 8861190190",Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750
"81, 36th Cross Road, 5th Block, Jayanagar, Bangalore",Karma Kaapi,Yes,No,4.4,181,"+91 9380908955
+91 7483024632",Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250
"616/2, 31st Cross, 10th A Main Road, 4th block, Jayanagar, Bangalore",Tiwari's,Yes,No,3.8,70,"+91 9844733389
+91 7829398815",Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200
"66/1, Kanakpura Road, Basavanagudi, Bangalore",Pizza Stop,Yes,No,3.8,164,080 46640404,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600
"173, DSI college Road, Kumaraswamy Layout, Bangalore",Biggies Burger 'n' More,Yes,No,3.6,58,"+91 9972972950
+91 9663729632",Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650
"1, Corporation Market, Gandhi Bazar, Basavanagudi, Bangalore",Kollapuri's,No,No,3.9,206,080 41205839,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450
"5, Mallariah Complex, Near Corporation Bank, Gandhi Nagar, Basavanagudi, Bangalore",RS Shiv Sagar,No,No,3.7,217,"080 26604686
080 26600115",Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450
"60/1, East Anjaneya Temple Road, Basavanagudi, Bangalore",Harshi Super Sandwich,No,No,3.8,148,+91 9900924729,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150
"609, 10th A Main Road, 4th Block, Jayanagar, Bangalore",Ugadi,Yes,No,2.9,177,+91 9742231320,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700
"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore",Subway,Yes,No,3.7,136,"080 42136088
080 26719446",Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600
"22nd Cross, New Diagonal Road, Opposite N MKRV Womens College, 3rd Block, Jayanagar, Bangalore",The Lassi Park,Yes,No,4.1,185,+91 8095957665,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200
"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,"080 26746999
080 26748999",Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400
"Next To BMTC Bus Stand, Banashankari, Bangalore",Srikrishna Bhavan,Yes,No,3.8,42,"+91 9590895055
+91 9845664745",Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300
"376, 1st Floor, Tripura Arcade, MK Puttalingaiah Road, Above SBI Bank, Banashankari, Bangalore",Green Gardenia,Yes,No,3.8,160,"080 26698822
+91 9945704570",Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700
"632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore",J Spice,Yes,No,3.8,59,"+91 8026739252
+91 9008520007",Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750
"126, Opposite Police Station, 7th Main, 4th Block, Jayanagar, Bangalore",Hatti Kaapi,Yes,No,4.0,89,080 40942666,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200
"9/2, South End Main Road, Next to Surana College, Basavanagudi, Bangalore",Upahara Darshini,Yes,No,3.9,40,080 22454581,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600
"11/4, Old Market Road, V V Puram, Basavanagudi, Bangalore",The Chaat Shop,Yes,No,2.5,35,+91 9066510817,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200
"2, Ashoka Pillar Circle, 2nd Block, Jayanagar, Bangalore",Samskruti - Sanman Gardenia,Yes,No,4.1,139,"080 26570711
+91 9663684499",Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550
"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore",Chumma Delicious,Yes,No,3.7,237,"+91 9341262402
+91 9108648373",Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200
"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore",New Prashanth Hotel,Yes,No,3.9,388,"080 49569558
+91 8197819686",Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650
Near dayananda sagar college kumarswamy layout,Dwaraka Grand,Yes,No,3.9,128,+91 9448214873,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500
"The President Hotel, 79/8, Diagonal Road, 3rd Block, Jayanagar, Bangalore",Gufha - The President Hotel,Yes,Yes,4.1,1875,"080 41808777
+91 9900265022",Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai","1,200"
"287, 1st Floor, 7th Block, 100 Feet Ring Road, Phase 4, Banashankari, Bangalore",Mojo Pizza - 2X Toppings,Yes,No,4.2,179,022 33252828,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600
"1st Main Road, Near Katte Balaga, NR Colony, Basavanagudi, Bangalore",South Kitchen,Yes,No,4.3,275,+91 9880980009,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100
"63, 18th Cross, 3rd Block, Jayanagar, Bangalore",Chung Wah,Yes,No,3.7,323,"+91 9108945477
+91 9108945277",Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850
"234, 32 A Cross, 2nd Main Road, 7th Block, Jayanagar, Bangalore",Prems Graama Bhojanam,Yes,No,4.3,322,"080 26630542
+91 9611980542",Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400
"63/2, 8th Main, 18th Cross, 3rd Block, Jayanagar, Bangalore",Java City,Yes,No,2.6,157,080 41654693,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450
"1, 5th Main Road, Bull Temple Road, Basavanagudi, Bangalore",Kamat Bugle Rock,Yes,No,3.9,543,080 26605734,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300
"81, East Anjaneya Street, NR Colony, Near Basavanagudi, Basavanagudi, Bangalore",Puliyogare Point,Yes,No,4.2,444,"+91 9986953484
+91 9880156235",Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100
"36/1, 27th Cross, 4th Block, Jayanagar, Bangalore",Bangalore Agarwal Bhavan,Yes,No,3.9,134,"+91 9880988500
+91 9342943356",Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400
"13, 32nd Cross, 7th Block, Jayanagar, Bangalore",Rustic Stove,Yes,No,3.8,577,"080 26547755
+91 9686372742",Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900
"137/4, 8th Main Road, 27th Cross, Jayanagar, Bangalore",De Thaali,Yes,No,3.9,144,080 22445267,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550
"Shubashree Complex, 50 Feet Road, 1st Stage, Hanumanthanagar, Near Girinagar, Banashankari, Bangalore",Matru Sagar,Yes,No,3.6,84,+91 9972368854,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250
"1890, Shetty Gardenia, 9th Main, Kaverinagar, 2nd Stage, Banashankari, Bangalore",Sea Spice by 7 Star,Yes,Yes,4.0,349,080 49653393,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200"
"1328, 50 Feet Road, Stage 1, Kumaraswamy Layout, Bangalore",Desi Dawat,Yes,No,3.7,248,+91 6363331588,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400
"23, Kanakapura Road, Near SRS Petrol Pump, Lalbagh West Gate, Basavanagudi, Bangalore",Cafe Aira,Yes,No,4.1,216,"+91 9980570955
080 41121975",Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500
"534, 49th Cross, 50 Feet Road, Kumaraswamy Layout, Bangalore",Mast Punjabi,Yes,No,2.6,231,+91 7338562176,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400
"23, 7th Main, KSRTC Layout, Chikkalsandra, Main Road, Uttarahalli, Bangalore",South Grand,Yes,No,3.4,102,080 26394647,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400
"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore",The Pizzeria,Yes,No,2.8,45,"+91 9845154172
+91 9620344606",Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800
"186, 24th Cross, 2nd Stage, Banashankari, Bangalore",Ruchis Point,Yes,No,3.8,75,+91 9901999970,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200
"8th Main Road, Remco Bhel Layout, Ideal Homes Township, Rajarajeshwari Nagar, Bengaluru",Firangi Bake,Yes,No,4.0,53,+91 7710090007,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600
"Pai Viceroy, 1504, 16th Cross, 9th Main, 3rd Block, Jayanagar, Bangalore",The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,"+91 9980909054
+91 9845184810",Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900
"2465, 2nd Floor, Opposite BDA Complex, 24th Cross, 2nd Stage, Banashankari, Bangalore",Hara Fine Dine,Yes,Yes,4.0,633,"080 42112211
+91 9880412211",Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800
"30, 8th F Main Road, Jayanagar, Bangalore",Chocoberry,Yes,No,3.5,56,+91 9742644747,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400
"599, 24th Cross, 2nd Stage, Banashankari, Bangalore",Waffle-A-Go Go,Yes,No,3.9,70,+91 9900281611,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400
"671,45th Cross, 8th Block, Near Metro Pillar EP 22, Jayanagar, Bangalore",Cross Road Cafe,Yes,No,3.9,91,080 41247022,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300
"269, JHBCS Layout, 2nd Main Road, Teacher's Colony, Kumaraswamy Layout, Bangalore",Bakers Town,Yes,No,3.8,77,+91 8884550298,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650
"1616, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore",Ivy,Yes,No,3.8,210,080 42292888,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600
"22, 2nd Main Road, National College Road, 7th Block, Jayanagar, Bangalore",The Airos,Yes,No,4.1,130,+91 7026390001,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650
"146, 6th C Main Road, 1st Block, Jayanagar, Bangalore",Chai Kraft,Yes,No,4.1,30,+91 9946666099,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100
"34/1, 2nd & 3rd Floor, 36th Cross, 6th Main, 4th Block, Jayanagar, Bangalore",The Trundle,Yes,No,3.7,133,+91 9986520008,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700
"183/28, 2nd Main Road, 36th B Cross, 7th Block, Jayanagar, Bangalore",The Krishna Grand Xpress,Yes,No,4.0,136,+91 9845108265,Jayanagar,Quick Bites,"Vada, Masala Dosa, Idli","South Indian, Fast Food",350
"49, South End Road, Nagasandra Circle, Basavanagudi, Bangalore",Udupi Grand,Yes,No,3.8,74,"+91 9242115999
+91 9591322733",Basavanagudi,Quick Bites,"Coffee, Masala Dosa, Vegetable Biryani","South Indian, North Indian, Chinese",300
"21,National High School Road,VV Puram, Basavanagudi, Bangalore",Little Cafe,Yes,No,3.7,54,+91 9741248269,Basavanagudi,Cafe,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread","Cafe, Beverages",600
"63, 1st Floor, Kanakapura Road, Basavanagudi, Bangalore",1980s Games Cafe,Yes,No,3.4,58,080 41677077,Basavanagudi,Cafe,"Maggi, Pasta, Burgers, Sandwiches, Fries","Cafe, Fast Food",400
"27, 27th Cross, 1st Floor, Kadamba Complex, 2nd Stage, Banashankari, Bangalore",Kadala Tarangaa,Yes,No,3.6,129,"+91 9743491480
+91 9483528275",Banashankari,Casual Dining,"Sea Food, Neer Dosa","Mangalorean, Seafood, North Indian",600
"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore",As On Fire,Yes,No,3.5,41,+91 9731111852,South Bangalore,Food Truck,Pizza,"Pizza, Fast Food, BBQ",400
"15, 1st Main, Kariyappa Road, Basavanagudi, Bangalore",Curry Leaves,Yes,No,4.1,176,"+91 8048666976
+91 8026760130",Basavanagudi,Casual Dining,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani","Andhra, North Indian, Chinese",800
"50/51, 8th F Main, 3rd Block, Jayanagar, Bangalore",Magic Meals,Yes,No,3.7,47,"+91 9986281317
+91 8970050267",Jayanagar,"Quick Bites, Dessert Parlor","Biryani, Thick Shakes, Fries","Fast Food, Desserts, Beverages",400
"7th Main Road, 4th Block, Jayanagar East, Bangalore",Desi Cream Junction,Yes,Yes,3.7,36,"+91 9342943356
+91 9880988500",Jayanagar,Casual Dining,Vegetarian,"Chinese, North Indian, Pizza, Italian",650
"13, 4th Cross Road, NR Colony, Basavanagudi, Bengaluru",Eat Repeat,Yes,No,3.9,101,"+91 9945607074
+91 9880308011",Basavanagudi,Quick Bites,"Sweet Pongal, Curd Rice",South Indian,150
"382/71/4, 11th Main, 3rd Block, Jayanagar, Bangalore",Salut,Yes,Yes,4.1,442,"+91 8971285555
080 49709755",Jayanagar,"Pub, Casual Dining","Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken","Continental, Finger Food, Seafood, Pizza","1,200"
"22, Second Main Road, 7th Block, Jayanagar, Bangalore",Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,00 09945784161,Jayanagar,Quick Bites,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich","Ice Cream, Beverages, Fast Food",250
"559, 32nd Cross, 10th A Main, 4th Block, Jayanagar, Bangalore",Food Springs,Yes,No,4.0,232,080 42010153,Jayanagar,Quick Bites,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll","South Indian, Chinese",400
"295, Sri Krishna Complex, 10th Main, 3rd Block, Jayanagar, Bangalore",Chung's Chinese Corner,Yes,No,3.9,221,"080 26644700
080 41211700",Jayanagar,Casual Dining,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",Chinese,700
"12, 32nd Cross, 7th Block, Jayanagar, Bangalore",Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,"080 22452202
080 22452203",Jayanagar,"Casual Dining, Bar","Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails","Italian, Fast Food, Salad, BBQ","1,200"
"92/1, Next to Vodafone Store, Gandhi Bazar Main Road, Basavanagudi, Bangalore",Goli Vada Pav No. 1,Yes,No,3.7,93,"+91 9845208282
+91 9538308282",Basavanagudi,Quick Bites,"Masala Vada Pav, Cheese Vada Pav, Fries",Street Food,200
"16, 5th B Main, KR Road, Jayanagar, Bangalore",Ragoo's,Yes,No,3.9,233,"080 26762888
080 26763888",Jayanagar,Casual Dining,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli","Italian, Pizza, North Indian, Salad",800
"Near National College, 7th Block, Jayanagar, Bangalore",Pure & Natural,Yes,No,3.9,211,"+91 9880372471
080 26633304",Jayanagar,Casual Dining,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad","Fast Food, Continental, Beverages, Salad, Healthy Food",500
"459/30, 30th Cross, 4th Block, Jayanagar, Bangalore",Maiyas,Yes,No,4.0,1778,+91 9632411352,Jayanagar,Quick Bites,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath","North Indian, South Indian, Fast Food, Juices",200
"998/20, Poornima Complex, First Floor, Service Road, R.P.C. Layout, Vijay Nagar, Bangalore",Sip n Dine,Yes,No,3.6,218,"+91 9741464017
080 23402484",Vijay Nagar,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800
"2/2, Pattalamma Gudi Street, Armugam Circle, Near South End Circle, Basavanagudi, Bangalore",Cafe Mondo,Yes,No,3.7,514,080 42088686,Basavanagudi,Cafe,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge","Cafe, Italian, Beverages",600
"539/49, 9th Cross, Kanakpura Road, 7th Block, Jayanagar, Bangalore",Jalpaan,Yes,Yes,4.0,866,"080 26761992
+91 9591996826",Jayanagar,Casual Dining,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi","North Indian, Continental",900
